entry_key,work_key,source_campaign,review_flag,target_campaign,title
doi:10.5194/acp-24-7027-2024	(no campaign tag),doi:10.5194/acp-24-7027-2024,(no campaign tag),r,,Interpreting Geostationary Environment Monitoring Spectrometer (GEMS) geostationary satellite observations of the diurnal variation in nitrogen dioxide (NO <sub>2</sub> ) over East Asia
doi:10.1063/5.0208957	(no campaign tag),doi:10.1063/5.0208957,(no campaign tag),r,,Investigating the loading of robotic palletized module by simulation
doi:10.1029/2024jd041429	VORTEX-SE,doi:10.1029/2024jd041429,VORTEX-SE,r,,Investigation of Coastal Winds and Turbulence Characteristics Using Doppler Lidar
doi:10.5194/acp-24-13231-2024	(no campaign tag),doi:10.5194/acp-24-13231-2024,(no campaign tag),r,,Investigation of non-equilibrium turbulence decay in the atmospheric boundary layer using Doppler lidar measurements
doi:10.1016/j.renene.2023.119935	(no campaign tag),doi:10.1016/j.renene.2023.119935,(no campaign tag),r,,Leading effect for wind turbine wake models
doi:10.22541/essoar.172245359.98758236/v1	(no campaign tag),doi:10.22541/essoar.172245359.98758236/v1,(no campaign tag),r,,Lidar-based evaluation of HRRR performance in the Diablo Range
doi:10.3390/rs16081463	(no campaign tag),doi:10.3390/rs16081463,(no campaign tag),r,,Locating and Grading of Lidar-Observed Aircraft Wake Vortex Based on Convolutional Neural Networks
doi:10.5194/amt-17-921-2024	LAPSE-RATE,doi:10.5194/amt-17-921-2024,LAPSE-RATE,r,,Long-term aerosol particle depolarization ratio measurements with HALO Photonics Doppler lidar
doi:10.1145/3674502	(no campaign tag),doi:10.1145/3674502,(no campaign tag),r,,MERCI: Mixed Curvature-Based Elements for Computing Equilibria of Thin Elastic Ribbons
doi:10.1175/bams-d-23-0012.1	(no campaign tag),doi:10.1175/bams-d-23-0012.1,(no campaign tag),r,,Measuring Coupled Fire–Atmosphere Dynamics: The California Fire Dynamics Experiment (CalFiDE)
doi:10.3390/rs16060989	(no campaign tag),doi:10.3390/rs16060989,(no campaign tag),r,,Near-Surface Wind Profiling in a Utility-Scale Onshore Wind Farm Using Scanning Doppler Lidar: Quality Control and Validation
doi:10.48550/arxiv.2405.09442	(no campaign tag),doi:10.48550/arxiv.2405.09442,(no campaign tag),r,,Network Function Capacity Reconnaissance by Remote Adversaries
doi:10.1071/wf23045	(no campaign tag),doi:10.1071/wf23045,(no campaign tag),r,,Observations of a rotating pyroconvective plume
doi:10.3390/s24072101	LAPSE-RATE,doi:10.3390/s24072101,LAPSE-RATE,m,(no campaign tag),On the Applicability of Ground-Based Microwave Radiometers for Urban Boundary Layer Research
doi:10.1029/2024jd041927	LAPSE-RATE,doi:10.1029/2024jd041927,LAPSE-RATE,r,,Operational Capability of Drone‐Based Meteorological Profiling in an Urban Area
doi:10.1051/epjconf/202430704029	(no campaign tag),doi:10.1051/epjconf/202430704029,(no campaign tag),r,,Power scaling of LED-pumped alexandrite: The road to high gain multipass amplifiers
doi:10.1016/j.awe.2024.100004	(no campaign tag),doi:10.1016/j.awe.2024.100004,(no campaign tag),r,,Reflections on potential applications of LiDAR for in-situ observations of high-rise buildings during typhoons: Focusing on wind-driven rain and windborne debris
doi:10.48550/arxiv.2409.05193	(no campaign tag),doi:10.48550/arxiv.2409.05193,(no campaign tag),r,,Seismic monitoring of CO2 plume dynamics using ensemble Kalman filtering
doi:10.5194/amt-2024-31	(no campaign tag),doi:10.5194/amt-2024-31,(no campaign tag),r,,The ALOMAR Rayleigh/Mie/Raman lidar: status after 30 years of operation
doi:10.5194/acp-24-11477-2024	PECAN,doi:10.5194/acp-24-11477-2024,PECAN,r,,The Paris low-level jet during PANAME 2022 and its impact on the summertime urban heat island
doi:10.1109/tgrs.2024.3503418	LAPSE-RATE,doi:10.1109/tgrs.2024.3503418,LAPSE-RATE,r,,"The Planetary Boundary Layer Height Climatology Over Oceans Using COSMIC-2 and Spire GNSS RO Bending Angles From 2019 to 2023: Comparisons to CALIOP, ERA-5, MERRA2, and CFS Reanalysis"
doi:10.1029/2023ea003296	(no campaign tag),doi:10.1029/2023ea003296,(no campaign tag),r,,The Variations of Gravity Wave Activities During the Formation of the Large Horizontal Wind Shears in the Static State Lower Thermosphere
doi:10.1002/qj.4799	(no campaign tag),doi:10.1002/qj.4799,(no campaign tag),r,,"The impact of mesh size, turbulence parameterization, and land‐surface‐exchange scheme on simulations of the mountain boundary layer in the hectometric range"
doi:10.3390/rs16030548	(no campaign tag),doi:10.3390/rs16030548,(no campaign tag),r,,Validation of ERA5 Boundary Layer Meteorological Variables by Remote-Sensing Measurements in the Southeast China Mountains
doi:10.3390/rs16081473	(no campaign tag),doi:10.3390/rs16081473,(no campaign tag),r,,Wind Profile Reconstruction Based on Convolutional Neural Network for Incoherent Doppler Wind LiDAR
doi:10.48550/arxiv.2401.04302	(no campaign tag),doi:10.48550/arxiv.2401.04302,(no campaign tag),r,,eSIM Technology in IoT Architecture
doi:10.1175/bams-d-23-0030.1	LAPSE-RATE,doi:10.1175/bams-d-23-0030.1,LAPSE-RATE,r,,urbisphere-Berlin Campaign: Investigating Multiscale Urban Impacts on the Atmospheric Boundary Layer
doi:10.15372/aoo20241208	(no campaign tag),doi:10.15372/aoo20241208,(no campaign tag),r,,ЛИДАРНЫЕ ИССЛЕДОВАНИЯ ВОЛНОВЫХ СТРУКТУР И ВЕТРОВОЙ ТУРБУЛЕНТНОСТИ В УСТОЙЧИВОМ ПОГРАНИЧНОМ СЛОЕ АТМОСФЕРЫ
doi:10.3788/lop240947	(no campaign tag),doi:10.3788/lop240947,(no campaign tag),r,,多普勒测风激光雷达在航空气象中的应用进展
doi:10.20944/preprints202501.1803.v1	(no campaign tag),doi:10.20944/preprints202501.1803.v1,(no campaign tag),r,,A Critical Review of Nanobubbles Flotation for Seawater Desalination
doi:10.3390/atmos16070802	(no campaign tag),doi:10.3390/atmos16070802,(no campaign tag),r,,A Signal Processing-Guided Deep Learning Framework for Wind Shear Prediction on Airport Runways
doi:10.1016/j.scitotenv.2024.178357	(no campaign tag),doi:10.1016/j.scitotenv.2024.178357,(no campaign tag),r,,Aerosol transport and associated boundary layer thermodynamics under contrasting synoptic conditions over a semiarid site
doi:10.1175/jas-d-24-0185.1	PECAN,doi:10.1175/jas-d-24-0185.1,PECAN,r,,An Observational Evaluation of RKW Theory over the U.S. Southern Great Plains
doi:10.51967/tanesa.v26i1.3209	(no campaign tag),doi:10.51967/tanesa.v26i1.3209,(no campaign tag),r,,Analysis of the Implementation of the Livable House Priority Program in East Kalimantan Province
doi:10.5194/wes-10-971-2025	(no campaign tag),doi:10.5194/wes-10-971-2025,(no campaign tag),r,,Analyzing the performance of vertical wind profilers in rain events
doi:10.5194/amt-18-3611-2025	(no campaign tag),doi:10.5194/amt-18-3611-2025,(no campaign tag),r,,Assessment of horizontally oriented ice crystals with a combination of multiangle polarization lidar and cloud Doppler radar
doi:10.63581/jocpes.v5i1.05	LAPSE-RATE,doi:10.63581/jocpes.v5i1.05,LAPSE-RATE,r,,Automated Analysis of Radiosonde Temperature Data Using Python: A Study on Data Homogenization and Climate Trends Observed at Sta. Met. Kelas I Sultan Iskandar Muda - Banda Aceh
doi:10.3390/en18102626	(no campaign tag),doi:10.3390/en18102626,(no campaign tag),r,,CFD in Urban Wind Resource Assessments: A Review
doi:10.3390/rs17243937	LAPSE-RATE,doi:10.3390/rs17243937,LAPSE-RATE,r,,"Characteristics of Planetary Boundary Layer Height (PBLH) over Shenzhen, China: Retrieval Methods and Air Pollution Conditions"
doi:10.5194/wes-10-2755-2025	LAPSE-RATE,doi:10.5194/wes-10-2755-2025,LAPSE-RATE,r,,Characterization of HRRR-simulated rotor layer wind speeds and clouds along the coast of California
doi:10.3390/rs17081399	LAFE,doi:10.3390/rs17081399,LAFE,m,(no campaign tag),Characterizing Seasonal Variation of the Atmospheric Mixing Layer Height Using Machine Learning Approaches
doi:10.1117/12.3072756	(no campaign tag),doi:10.1117/12.3072756,(no campaign tag),r,,Detector performance of the spaceborne Doppler wind LiDARaboard the Aeolus satellite
doi:10.31083/jeems42402	(no campaign tag),doi:10.31083/jeems42402,(no campaign tag),r,,Digital Balance: Exploring the Nexus Between Remote Employee Well-Being and Productivity in East European Workforces
doi:10.3390/atmos16020188	(no campaign tag),doi:10.3390/atmos16020188,(no campaign tag),r,,Dissipation Scaling with a Variable Cϵ Coefficient in the Stable Atmospheric Boundary Layer
doi:10.1007/s10546-025-00948-3	(no campaign tag),doi:10.1007/s10546-025-00948-3,(no campaign tag),r,,Doppler Lidar Observations of Urban Boundary Layer Response to the 8 April 2024 Total Solar Eclipse in Montreal
doi:10.5194/wes-2025-79	PECAN,doi:10.5194/wes-2025-79,PECAN,r,,Emerging mobile lidar technology to study boundary-layer winds influenced by operating turbines
doi:10.1101/2025.11.17.25340377	(no campaign tag),doi:10.1101/2025.11.17.25340377,(no campaign tag),r,,"Geoepidemiology of COVID-19 hospitalisations and severity: impact of social deprivation and remote areas, in the south-eastern Region, France"
doi:10.5194/essd-17-6507-2025	(no campaign tag),doi:10.5194/essd-17-6507-2025,(no campaign tag),r,,"Harmonised boundary layer wind profile dataset from six ground-based Doppler wind lidars in a transect across Paris, France"
doi:10.1038/s41561-025-01662-y	(no campaign tag),doi:10.1038/s41561-025-01662-y,(no campaign tag),r,,High sensitivity of cloud formation to aerosol changes
doi:10.3390/app15179442	(no campaign tag),doi:10.3390/app15179442,(no campaign tag),r,,High-Resolution Numerical Weather Simulation of Three Windshear Events at an Airport on the Qinghai–Tibet Plateau
doi:10.1175/mwr-d-25-0006.1	(no campaign tag),doi:10.1175/mwr-d-25-0006.1,(no campaign tag),r,,Impacts of Extratropical Transition on Tropical Cyclone Tornadoes
doi:10.5194/egusphere-2025-4814	PECAN,doi:10.5194/egusphere-2025-4814,PECAN,m,VORTEX-SE,Intercomparison of Seven Collocated Ground-based Infrared Spectrometer Radiance Observations and Retrieved Thermodynamic Profiles
doi:10.1029/2024gl113273	(no campaign tag),doi:10.1029/2024gl113273,(no campaign tag),r,,Inverse Energy Cascades in the Boundary Layer During Strong Winds Based on Doppler Lidar
doi:10.5194/wes-10-483-2025	PECAN,doi:10.5194/wes-10-483-2025,PECAN,r,,Linking large-scale weather patterns to observed and modeled turbine hub-height winds offshore of the US West Coast
doi:10.5194/wes-11-1343-2026	(no campaign tag),doi:10.5194/wes-11-1343-2026,(no campaign tag),r,,Low-level jets in the southern North Sea: implications for wind turbine performance using Doppler lidar observations
doi:10.1029/2024jd042106	(no campaign tag),doi:10.1029/2024jd042106,(no campaign tag),r,,Mechanism of Turbulence Structure Evolution in the Nocturnal Boundary Layer During the Interaction of Low‐Level Jet and Internal Gravity Waves: Based on Full Boundary Layer Turbulence Observations
doi:10.5194/amt-18-1269-2025	PECAN,doi:10.5194/amt-18-1269-2025,PECAN,r,,Mid-Atlantic nocturnal low-level jet characteristics: a machine learning analysis of radar wind profiles
doi:10.3390/rs17162762	(no campaign tag),doi:10.3390/rs17162762,(no campaign tag),r,,Multi-Scale Wind Shear at a Plateau Airport: Insights from Lidar and Radiosonde Observations
doi:10.1175/bams-d-24-0162.1	(no campaign tag),doi:10.1175/bams-d-24-0162.1,(no campaign tag),r,,NextGen TV and Advanced Emergency Alerting: The Future of TV Warnings and Alerts
doi:10.22541/essoar.174251081.13539471/v1	PECAN,doi:10.22541/essoar.174251081.13539471/v1,PECAN,r,,Observation and LES modeling of an offshore atmospheric undular bore generated during sea-breeze initiation near a peninsula
doi:10.1029/2025jd043852	PECAN,doi:10.1029/2025jd043852,PECAN,r,,Observation and Large‐Eddy Simulation of an Offshore Atmospheric Undular Bore During Sea‐Breeze Initiation
doi:10.1038/s41598-025-02314-2	PECAN,doi:10.1038/s41598-025-02314-2,PECAN,r,,Observation of a slanted moisture structure with weak updraft leading to localized heavy rainfalls
doi:10.5194/amt-18-1355-2025	(no campaign tag),doi:10.5194/amt-18-1355-2025,(no campaign tag),r,,Observations of tall-building wakes using a scanning Doppler lidar
doi:10.5194/wes-10-83-2025	(no campaign tag),doi:10.5194/wes-10-83-2025,(no campaign tag),r,,On the lidar-turbulence paradox and possible countermeasures
doi:10.1029/2024gl112400	(no campaign tag),doi:10.1029/2024gl112400,(no campaign tag),r,,Orography‐Induced Atmospheric Small‐Scale Waves During Bora Using Lidar Observations and Numerical Simulations
doi:10.3390/photonics12010092	(no campaign tag),doi:10.3390/photonics12010092,(no campaign tag),r,,Parameter Study on Ultraviolet Rayleigh–Brillouin Doppler Lidar with Dual-Pass Dual Fabry–Perot Interferometer for Accurately Measuring Near-Surface to Lower Stratospheric Wind Field
doi:10.65606/32/2025/59	(no campaign tag),doi:10.65606/32/2025/59,(no campaign tag),r,,ProfileSwitchNet: Predicting e-SIM Carrier-Switch Behavior from Provisioning and Lifecycle Signals
doi:10.1029/2024ms004601	LAPSE-RATE,doi:10.1029/2024ms004601,LAPSE-RATE,r,,Quantifying UAS Observation Error Variance Used in Data Assimilation Systems and Its Impact on Predictive Skill
doi:10.1007/s10546-025-00901-4	LAPSE-RATE,doi:10.1007/s10546-025-00901-4,LAPSE-RATE,r,,Scaling the Vertical-Velocity Variance During the Very Late Afternoon Transition of the Convective Boundary Layer
doi:10.5194/wes-10-117-2025	PECAN,doi:10.5194/wes-10-117-2025,PECAN,r,,Simulations suggest offshore wind farms modify low-level jets
doi:10.1016/j.atmosres.2025.108307	LAPSE-RATE,doi:10.1016/j.atmosres.2025.108307,LAPSE-RATE,r,,Snow transitions to rain: A review of atmospheric melting layer studies using micro rain radar and complementary approaches
doi:10.3390/atmos16070810	(no campaign tag),doi:10.3390/atmos16070810,(no campaign tag),r,,Some Interesting Observations of Cross-Mountain East-to-Southeasterly Flow at Hong Kong International Airport and Their Numerical Simulations
doi:10.1002/asl.1294	(no campaign tag),doi:10.1002/asl.1294,(no campaign tag),r,,Spatial structure of local winds “Rokko‐oroshi”: A case study using Doppler lidar observation and <scp>WRF</scp> simulation
doi:10.1029/2025gl119298	PECAN,doi:10.1029/2025gl119298,PECAN,r,,Sunset Bores Over the Southern North China Plain
doi:10.1186/s40645-024-00674-3	LAPSE-RATE,doi:10.1186/s40645-024-00674-3,LAPSE-RATE,r,,The JAGUAR-DAS whole neutral atmosphere reanalysis: JAWARA
doi:10.1175/bams-d-24-0108.1	(no campaign tag),doi:10.1175/bams-d-24-0108.1,(no campaign tag),r,,The MatterHEX Experiment—Investigating Atmospheric Flow Patterns in Highly Complex Terrain Related to Banner Cloud Formation
doi:10.1063/5.0283624	(no campaign tag),doi:10.1063/5.0283624,(no campaign tag),r,,Toward improved offshore wind design: Variability of wind veer revealed by hybrid cluster analysis of lidar data
doi:10.1016/j.buildenv.2025.114009	(no campaign tag),doi:10.1016/j.buildenv.2025.114009,(no campaign tag),r,,"Towards high-fidelity urban wind profiles for the built environment: a neural field to fuse multi-source observational data in Guangzhou, China"
doi:10.1109/taes.2025.3578555	(no campaign tag),doi:10.1109/taes.2025.3578555,(no campaign tag),r,,TransCNN: A Hybrid Framework for Aircraft Wake Vortex Detection and Safety Interval Assessment
doi:10.48496/cnc9-df17	(no campaign tag),doi:10.48496/cnc9-df17,(no campaign tag),r,,Tuning of the Active Hair Bundle
doi:10.1088/1742-6596/3016/1/012015	(no campaign tag),doi:10.1088/1742-6596/3016/1/012015,(no campaign tag),r,,Wake measurement of utility-scale wind turbine wake using drone
doi:10.1016/j.jweia.2025.106162	(no campaign tag),doi:10.1016/j.jweia.2025.106162,(no campaign tag),r,,Wind profile nowcasting and forecasting using machine learning
doi:10.1109/tgrs.2026.3672972	PECAN,doi:10.1109/tgrs.2026.3672972,PECAN,r,,A Comparative Study of Low-Level Jets in Different Climate Regions in China Using Multisite Doppler Wind Lidar Observations
id:https://openalex.org/W7160456604	(no campaign tag),id:https://openalex.org/W7160456604,(no campaign tag),r,,A Domain-Driven Design Simulator for Business Logic-Rich Microservice Systems
doi:10.3390/atmos17010107	LAPSE-RATE,doi:10.3390/atmos17010107,LAPSE-RATE,m,LAPSE-RATE,A Pilot Study on Meteorological Support for the Low-Altitude Economy—Consistency of Meteorological Measurements on UAS with Numerical Simulation Results
doi:10.3389/fenvs.2026.1751718	LAPSE-RATE,doi:10.3389/fenvs.2026.1751718,LAPSE-RATE,r,,"Atmospheric and meteorological responses during the April 8, 2024, total solar eclipse: advancing workforce development through experiential learning"
doi:10.13016/m2czv2-fbzf	LAPSE-RATE,doi:10.13016/m2czv2-fbzf,LAPSE-RATE,r,,"Atmospheric and meteorological responses during the April 8, 2024, total solar eclipse: advancing workforce development through experiential learning"
doi:10.3390/rs18050730	VORTEX-SE,doi:10.3390/rs18050730,VORTEX-SE,r,,Comparative Analysis of Planetary Boundary Layer Heights During the BELLA CIAO Measurement Campaign in Italy
doi:10.3390/atmos17030314	(no campaign tag),doi:10.3390/atmos17030314,(no campaign tag),r,,Comparison of Near-Surface Turbulence Spectral Shapes over Built and Open Terrain Using Commercial Drones as Portable Probes
doi:10.3389/frsen.2025.1705235	(no campaign tag),doi:10.3389/frsen.2025.1705235,(no campaign tag),r,,Constraining orientation statistics of ice crystals in clouds with observations from deep space
doi:10.5194/amt-19-679-2026	(no campaign tag),doi:10.5194/amt-19-679-2026,(no campaign tag),r,,Decomposition of three aerosol types using lidar-derived depolarization ratios at two wavelengths
doi:10.5194/amt-19-699-2026	(no campaign tag),doi:10.5194/amt-19-699-2026,(no campaign tag),r,,Derivation and validation of a refined dust product from Aeolus (L2A+)
id:https://openalex.org/W7161452329	TORUS,id:https://openalex.org/W7161452329,TORUS,r,,FMCW Lidar Beyond Nyquist by Instantaneous Frequency Fitting
doi:10.5194/amt-19-1573-2026	PECAN,doi:10.5194/amt-19-1573-2026,PECAN,m,VORTEX-SE,Intercomparison of seven collocated ground-based infrared spectrometer radiance observations and retrieved thermodynamic profiles
doi:10.1051/epjconf/202636212003	VORTEX-SE,doi:10.1051/epjconf/202636212003,VORTEX-SE,r,,Measuring Inertial Subrange Boundary and Turbulence Isotropy using Airborne Doppler Lidar: An Investigation using LES-based Simulation
doi:10.1051/epjconf/202636212003/pdf	VORTEX-SE,doi:10.1051/epjconf/202636212003/pdf,VORTEX-SE,r,,Measuring Inertial Subrange Boundary and Turbulence Isotropy using Airborne Doppler Lidar: An Investigation using LES-based Simulation
doi:10.3390/rs18030470	PECAN,doi:10.3390/rs18030470,PECAN,m,(no campaign tag),The Prediction of Low-Level Jet Using Machine Learning Based on Turbulence Observations and Remote Sensing
doi:10.2172/1232651	PECAN,doi:10.2172/1232651,PECAN,m,(no campaign tag),"Holistic Interactions of Shallow Clouds, Aerosols, and Land-Ecosystems (HI-SCALE) Science Plan"
doi:10.2172/1343564	LAPSE-RATE,doi:10.2172/1343564,LAPSE-RATE,m,(no campaign tag),"Cloud, Aerosol, and Complex Terrain Interactions (CACTI) Preliminary Science Plan"
doi:10.1175/bams_998_1697-1713_45beacon	PECAN,doi:10.1175/bams_998_1697-1713_45beacon,PECAN,m,(no campaign tag),"LETTER FROM HEADQUARTERS, ABOUT OUR MEMBERS, ON-AIR METEOROLOGY, OBITUARIES, AMS PRESIDENTIAL CANDIDATES"
doi:10.2172/1577859	PECAN,doi:10.2172/1577859,PECAN,m,(no campaign tag),Atmospheric Emitted Radiance Interferometer Optimal Estimation (AERIoe) Value-Added Product Report
id:https://openalex.org/W4289674213	LAPSE-RATE,id:https://openalex.org/W4289674213,LAPSE-RATE,m,(no campaign tag),"Cloud, Aerosol, and Complex Terrain Interactions (CACTI) Science Plan"
doi:10.1117/12.2524057	LAPSE-RATE,doi:10.1117/12.2524057,LAPSE-RATE,r,,Front Matter: Volume 10833
doi:10.1117/12.2584935	VORTEX-SE,doi:10.1117/12.2584935,VORTEX-SE,r,,Front Matter: Volume 11531
doi:10.2172/2202486	LAFE,doi:10.2172/2202486,LAFE,m,(no campaign tag),Department of Energy’s Atmospheric System Research (ASR) Program’s Workshop on the Future of Atmospheric Large Eddy Simulation (LES) (Workshop Report)
doi:10.2172/2004980	LAFE,doi:10.2172/2004980,LAFE,m,(no campaign tag),Department of Energy’s Atmospheric System Research (ASR) Program’s Workshop on the Future of Atmospheric Large Eddy Simulation (LES) (Workshop Report)
doi:10.2172/2429693	LAPSE-RATE,doi:10.2172/2429693,LAPSE-RATE,m,(no campaign tag),Coastal-Urban-Rural Atmospheric Gradient Experiment (CoURAGE) Science Plan
